名称,经纬度
衡水站(南出站口),"115.692111,37.743654"
太子城站,"115.448085,40.913973"
下花园北站,"115.301218,40.502912"
丰宁南站,"116.794998,41.184221"
怀来站,"115.565697,40.378118"
东花园北站,"115.794929,40.342563"
涞源站(西出站口),"114.711967,39.371686"
李家营站,"117.7554,40.584397"
涞源站(西进站口),"114.711924,39.371935"
定州站(东出站口),"114.972946,38.529808"
半壁山站,"117.893424,40.372368"
任丘站(进站口),"116.144468,38.694529"
三屯营站,"118.201663,40.2436"
衡水北站,"115.675089,37.772833"
邢台南站(南进站口),"114.671454,36.974121"
南宫东站,"115.695667,37.169502"
石家庄站(东2出站口),"114.48692,38.009489"
羊二庄站,"117.574228,38.262677"
宣化北站(进站口),"115.049058,40.633312"
上板城南站,"118.047193,40.824842"
保定站(西南出站口),"115.47909,38.863419"
怀安站(出站口),"114.399684,40.685894"
怀安站(进站口),"114.400038,40.685891"
太子城站(进站口),"115.448326,40.914348"
邢家堡站,"115.551585,40.318934"
定州东站,"115.074905,38.508604"
怀来站(出站口),"115.564965,40.377741"
怀来站(进站口),"115.564515,40.377933"
松林店站(暂停营业),"115.92651,39.409902"
赤城站,"115.880739,40.847452"
东花园北站(进站口),"115.794977,40.342499"
吕家寨,"116.456532,37.738693"
新河东站,"115.322883,37.496931"
临西站,"115.714023,36.927806"
小西庄站,"114.629357,39.401884"
艾河站,"114.547278,39.393203"
白洋淀站(南出站口),"115.874031,39.069326"
白洋淀站(南进站口),"115.874493,39.069336"
白沟站(北出站口),"116.093143,39.087329"
白沟站(北进站口),"116.092758,39.087323"
宣化站(北进站口),"115.057006,40.597936"
定州东站(西北出站口),"115.075666,38.509026"
高邑站(东出站口),"114.597605,37.605101"
高邑站(东进站口),"114.597605,37.605101"
韩麻营站,"117.840374,41.277206"
超梁沟站,"117.696005,41.233019"
燕郊站(北出站口),"116.826122,39.941835"
蠡县站,"115.581159,38.464616"
大盘石站,"115.086443,39.42674"
悬钟站,"113.578007,36.659882"
后营站,"119.438713,39.945111"
鸡泽站,"114.940689,36.937854"
沙河市站(东出站口),"114.497477,36.860789"
沙河市站(东进站口),"114.497477,36.861102"
侯家庙站,"115.12261,40.587625"
前苇塘站,"117.411176,40.40077"
南峪站,"113.936646,37.989383"
涿州站(西进站口),"115.983935,39.481036"
涿州东站(西北出站口),"116.053592,39.460721"
上板城站,"118.058364,40.839176"
张三营站(东北出站口),"117.760463,41.586528"
张三营站(东北进站口),"117.760465,41.586527"
辛集南站,"115.211456,37.883581"
西八里站,"115.345148,40.438994"
土木站,"115.592619,40.365949"
沙城东站,"115.580572,40.355048"
王佐站,"115.909831,38.463812"
磁山站,"114.117582,36.59765"
官厅西站,"115.584674,40.253199"
永和站(北进站口),"118.350145,40.77838"
宣化站(北出站口),"115.056892,40.597944"
上谷站(西南出站口),"118.481251,40.796056"
潘家店站,"117.822479,40.675025"
上谷站(西南进站口),"118.481255,40.796055"
下台子站,"117.741476,40.603648"
大石庄站,"117.111115,40.009016"
鸡冠山站,"119.538792,40.034975"
永和站(北出站口),"118.350144,40.778377"
洞庙河站,"117.694997,40.571701"
清凉店站(暂停营业),"115.85769,37.679133"
新杖子站,"117.880458,40.775171"
下花园北站(进站口)(建设中),"115.301742,40.5032"
六道河子站,"117.315481,40.395879"
石家庄站(东1出站口),"114.48711,38.010638"
邯郸东站(东出站口),"114.558976,36.61925"
头泉站,"114.276513,38.053612"
塔崖驿站,"115.007782,39.429763"
闹海营站,"117.723474,41.295548"
紫荆关站,"115.171255,39.44812"
螺山站,"117.563403,39.925722"
羊三木站,"117.325168,38.467943"
黄骅东站,"117.382298,38.378307"
七公里站,"114.356981,36.474007"
玉田北站,"117.690062,39.976671"
邯郸东站(东进站口),"114.559032,36.620351"
官厅站,"115.58904,40.25216"
旧庄窝站,"115.638889,40.172375"
五道河站,"117.067763,40.893497"
涿州站(西出站口),"115.984223,39.481384"
什里店站,"113.942827,36.689624"
午汲站,"114.153839,36.651838"
旧庄窝东站,"115.653058,40.167727"
柴沟堡站,"114.415567,40.67014"
幽州站,"115.692081,40.1516"
邢台东站,"114.593291,37.092149"
东大坝站,"117.817815,41.65879"
贾村站(暂停营业),"114.938938,38.026294"
青县站(西南进站口),"116.838424,38.577661"
义卜寨站,"119.435184,39.915614"
榆关站,"119.344445,39.892677"
杨树岭站,"118.878288,40.99096"
高碑店站(东南进站口),"115.858901,39.328727"
北马圈子站,"117.603749,40.520638"
高碑店站(东南出站口),"115.858621,39.328583"
张家庄站,"119.234292,39.736168"
前磨头站,"115.492412,37.795335"
下花园站(东北出站口),"115.280229,40.486724"
下花园站(东北进站口),"115.280229,40.486724"
曹东庄站,"119.154073,39.921724"
三河县站,"117.091934,39.97244"
段庄站,"117.546526,38.309161"
杨庄站,"117.673423,38.288286"
石郎庄站,"118.359629,39.864747"
涿州东站(西北进站口),"116.053365,39.460366"
唐海站,"118.408322,39.301643"
东光站(东南出站口),"116.531415,37.892746"
大官厅站,"115.76162,38.340087"
张三营站,"117.759914,41.586075"
康城站,"114.291819,36.656965"
桃城站,"113.571634,36.636873"
临水站,"114.24202,36.433851"
临城站(东进站口),"114.61189,37.469615"
燕郊站(北进站口),"116.826033,39.941764"
杨树岭站(西北出站口),"118.878126,40.990925"
彭城站,"114.18291,36.432408"
阳邑站,"113.902686,36.738116"
杨树岭站(西北进站口),"118.878126,40.990926"
权村站,"114.300996,36.846182"
大名站,"115.101719,36.496299"
高碑店东站(西北出站口),"115.946378,39.288956"
高邑西站(东北进站口),"114.530437,37.629785"
唐洼站,"117.46854,38.333851"
正定站(东南进站口),"114.556907,38.162648"
正定站(东南出站口),"114.556873,38.162557"
辛集站(东北出站口),"115.215219,37.905122"
邢台南站,"114.67133,36.974146"
高碑店东站(西北进站口),"115.946214,39.288738"
南宫站,"115.232425,37.363135"
西阳苑站,"114.265607,36.811376"
霸州北站(建设中),"116.329331,39.188015"
平泉小寺沟站,"118.645309,40.899798"
辛集站(东北进站口),"115.215326,37.905173"
滦河站(南出站口),"118.67207,39.853574"
北戴河站(东南出站口),"119.419647,39.850711"
元固站,"114.850624,36.523001"
涿州站候车厅,"115.984051,39.481168"
付水寨站,"119.581788,40.066922"
正定机场站(西南进站口),"114.709238,38.251959"
白洋淀站,"115.87477,39.069389"
曹妃甸港站,"118.465671,39.073218"
徐水站(东南出站口),"115.644974,39.033233"
徐水站(东南进站口),"115.645215,39.033609"
段甲岭站,"117.175115,39.986917"
正定机场站(东北出站口),"114.709946,38.252234"
黎民居站,"116.478028,38.411801"
怀安西湾堡站,"114.361583,40.5753"
怀来东花园站,"115.800769,40.347223"
南堡北站,"118.205684,39.277141"
尹庄站,"115.945705,37.651948"
曹妃甸北站,"118.457209,39.146003"
万庄站,"116.595372,39.573588"
雄安站(建设中),"116.161037,39.061785"
石家庄东站,"114.628875,38.049659"
白沟站,"116.092407,39.088156"
怀安站,"114.399936,40.685279"
南皮站,"116.79548,37.991203"
唐海南站,"118.432933,39.238712"
曹妃甸东站,"118.590609,39.217925"
东光站(东南进站口),"116.531459,37.892473"
滕庄站,"117.149148,38.355468"
承德南站,"117.964079,40.884075"
承德县北站,"118.291801,40.937206"
新店子站,"118.018527,40.075658"
平泉北站,"118.711542,41.038757"
井南站,"114.017574,37.992274"
山海关站(西北进站口)(装修中),"119.767439,40.000697"
燕郊站(南进站口),"116.826037,39.941772"
保定站(西出站口),"115.479279,38.863903"
平安城站,"117.784872,40.043429"
邢台东站(东进站口),"114.591303,37.091692"
曹庄镇站,"114.897951,36.789942"
大高埃站,"114.295986,40.524328"
邢台东站(东出站口),"114.591288,37.091045"
肥乡火车站,"114.79055,36.538248"
化稍营火车站(暂停营业),"114.609223,40.265354"
邢台南站(南出站口),"114.671161,36.974136"
柴沟堡站(东进站口),"114.41595,40.671191"
柴沟堡站(东出站口),"114.416162,40.671389"
新曲站,"114.717006,38.492459"
北辛堡站,"115.758474,40.419548"
张家口站(F1北进站口),"114.883134,40.752029"
唐山站(西进站口),"118.116927,39.625785"
石家庄北站(南出站口),"114.465415,38.065738"
石家庄北站(南进站口),"114.465831,38.065745"
石家庄北站(出口),"114.465063,38.065607"
邯郸站(东进站口),"114.476219,36.602972"
唐山站(东进站口),"118.119662,39.625821"
唐山站(东出站口),"118.119677,39.625586"
沧州西站(东南出站口),"116.767634,38.305805"
沧州西站(东南进站口),"116.767995,38.306686"
唐山北站(西北出站口),"118.119158,39.817505"
唐山北站(西北进站口),"118.119026,39.817448"
邯郸站(东出站口),"114.476294,36.602386"
天津站,"117.210103,39.135973"
天津西站,"117.162927,39.158641"
天津北站,"117.209714,39.166813"
天津南站,"117.060808,39.056892"
塘沽站,"117.643125,39.026809"
蓟州站,"117.36935,39.995094"
宝坻站,"117.336013,39.715956"
芦台站,"117.846211,39.330184"
曹子里站,"117.138762,39.410957"
蓟州北站,"117.398312,40.026885"
武清站,"117.014914,39.373191"
崔黄口站,"117.200719,39.520861"
静海站,"116.930212,38.93207"
滨海西站,"117.611872,39.080541"
北仓站,"117.152084,39.242823"
豆张庄站,"116.949944,39.397141"
杨柳青站,"117.001081,39.142055"
杨村站,"117.065387,39.354101"
唐官屯站,"116.930727,38.711676"
李七庄站,"117.186144,39.065926"
北辰站(建设中),"117.291245,39.251894"
落垡站,"116.844798,39.439976"
大口屯站,"117.264744,39.604891"
芦北口站,"117.210709,38.979928"
咸水沽站,"117.464254,38.977176"
天津机务段天西派班室,"117.162988,39.159724"
滨海北站,"117.762237,39.23616"
京津新城站(建设中),"117.371769,39.514057"
下仓站,"117.433998,39.795748"
宝坻南站(建设中),"117.288019,39.662009"
翠屏山站,"117.453675,39.993594"
滨海站,"117.684732,39.00496"
陈官屯站,"116.929314,38.823874"
别山站,"117.489179,39.956042"
双口站,"117.043035,39.273109"
天津站北广场(出口),"117.211566,39.137145"
傅庄站,"117.958188,39.2652"
上仓站,"117.411134,39.910576"
汽车进口,"117.169853,39.175166"
军粮城北站,"117.427538,39.066183"
山岭子站,"117.460092,39.168222"
民生村站,"117.476493,39.06614"
民生村站,"117.476493,39.06614"
大理站,"100.250631,25.589423"
祥云西站,"100.545595,25.470721"
昆明站,"102.722254,25.015286"
昆明南站,"102.86087,24.869976"
曲靖站,"103.79194,25.526128"
宣威站,"104.119719,26.208249"
昭通站,"103.791232,27.385473"
石林西站,"103.242688,24.656903"
罗平站,"104.315502,24.907558"
元谋站,"101.842601,25.738647"
普者黑站,"104.179841,23.969805"
广南卫站,"102.895419,24.919757"
石林南站,"103.277594,24.862214"
呈贡站,"102.808955,24.927799"
曲靖北站,"103.783839,25.588885"
富源站,"104.269667,25.681765"
盐津北站,"104.242349,28.077922"
富源北站,"104.270754,25.712791"
黄瓜园站,"101.86363,25.823556"
宜良北站,"103.190688,24.982835"
广通北站,"101.765307,25.164184"
杨林站,"103.082847,25.235397"
盐津站,"104.213411,27.995732"
禄丰南站,"102.063782,25.119954"
陆良站,"103.697892,24.846654"
石林站,"103.329058,24.863126"
王家营西站,"102.823989,24.916377"
彝良站,"103.922575,27.505277"
宜良站,"103.136012,24.913685"
小哨站,"102.992988,25.165951"
青龙寺站,"102.328965,25.017121"
屏边站,"103.637086,23.013774"
富宁站,"105.584347,23.674399"
化城站,"102.833034,24.780336"
芦沟站,"104.383116,24.948394"
河口北站,"103.975733,22.529105"
水富站,"104.417168,28.606818"
西街口站,"103.515803,24.821587"
师宗站,"104.019453,24.82555"
洛羊镇站(建设中),"102.837647,24.935375"
白水镇站,"104.006197,25.659015"
玉溪站,"102.512214,24.33922"
羊方凹站,"102.78439,25.013683"
楚雄南站(南出站口),"101.544114,25.050557"
小新街站,"103.224494,25.308617"
楚雄南站(南进站口),"101.544578,25.050577"
石咀站,"102.629548,25.017034"
大关站,"103.979565,27.832692"
鹤庆站,"100.216432,26.55571"
上关站,"100.145103,25.968804"
七甸站,"102.980326,24.931029"
江所田站,"104.479366,24.970665"
大湾子站,"101.821685,25.998915"
南华站,"101.26093,25.186547"
牧羊村站,"102.421658,24.985882"
马龙站,"103.622577,25.485631"
龙骨甸站,"101.776462,25.410053"
黄瓜园站(东南进站口),"101.863614,25.823619"
山腰站,"104.011772,22.521881"
昆阳站,"102.609061,24.662859"
普洱渡站,"104.202019,28.252937"
石林站(南进站口),"103.329331,24.862908"
珠琳站,"104.622824,23.963078"
弥勒站,"103.410222,24.337175"
滩头站,"104.272517,28.314955"
宝峰站(暂停营业),"102.584506,24.590847"
临江溪站,"104.229428,28.171055"
楚雄站,"101.544387,25.082103"
姚安站,"101.064359,25.365962"
弥渡站,"100.423585,25.491118"
尹地站,"101.82994,25.636704"
水塘站,"102.968729,24.951279"
师庄站,"101.837361,26.075489"
大理北站(建设中),"100.284166,25.628986"
浸长村站,"102.52643,24.891517"
小路溪站,"102.167358,25.253701"
蒙自站,"103.430918,23.374246"
瑞丽站(建设中),"97.889487,24.021667"
甸心站,"101.718605,25.315248"
施家嘴站,"102.996815,24.955514"
小龙潭站,"103.191658,23.80932"
镇雄站(出站口),"105.126006,27.591023"
威信站(出站口),"105.058273,27.820237"
豆沙关站,"104.131286,28.024976"
双湄村站,"102.290501,24.996289"
阿南庄站,"101.815714,25.442425"
镇雄站,"105.125961,27.59121"
黑井站,"101.741997,25.347417"
小关溪站,"103.956623,27.970825"
通海站,"102.668564,24.116377"
塔石嘴站,"101.852614,25.127615"
落水洞站,"103.583747,23.295728"
镇雄站(进站口),"105.12591,27.591379"
小得江站,"104.588642,25.043406"
威信站(进站口),"105.058266,27.819898"
宜耐站,"103.598923,24.84034"
莲池站,"102.522506,24.438708"
海口中滩站,"102.572387,24.779467"
新街站,"105.108881,28.038672"
祥云站,"100.557865,25.450128"
威信站,"105.058308,27.8199"
元谋西站,"101.840562,25.70816"
新康站,"101.770466,25.777784"
永仁站,"101.710362,26.0489"
宜良北站(西出站口),"103.190449,24.98343"
禄丰南站(出站口),"102.06401,25.119714"
禄丰南站(进站口),"102.063859,25.119895"
元谋西站(进站口),"101.840897,25.708497"
永仁站(进站口),"101.710606,26.048947"
一平浪站,"101.907528,25.170452"
荷马岭站,"104.426385,26.585343"
建水站,"102.872028,23.657885"
秧草地站,"103.837022,24.819668"
大德站,"102.207541,25.217164"
勤丰营站,"102.303045,25.145148"
吴官田站,"103.534335,25.484733"
乐善村站,"103.151287,25.02365"
班猫箐站,"103.20176,24.93034"
甸尾站,"101.739934,25.188753"
阳宗站(建设中),"102.980098,24.823835"
金马村站,"102.841343,25.020107"
沐滂站,"100.771124,25.399627"
羊尾哨站,"104.235669,25.689883"
仁和村站,"103.275127,23.438024"
戈姑站,"103.635154,23.249385"
嵩明站,"103.137541,25.239722"
倮姑站,"103.70626,23.189571"
广通北站(西南出站口),"101.764579,25.164272"
广通北站(西南进站口),"101.765058,25.164011"
小儿坪站,"104.264775,28.49747"
龙塘坝站,"101.69986,25.247025"
车转湾站,"104.151549,25.692048"
铜鼓溪站,"104.25467,28.41116"
沾益站,"103.83784,25.599556"
大塔站,"103.293741,23.643497"
红江站,"101.865318,25.904386"
狗街站,"103.13812,24.785712"
驻马哨站,"103.325885,23.625009"
冲庄站,"103.729954,23.146324"
雨过铺站,"103.32032,23.46399"
木戛站,"104.41653,26.553191"
丽江站,"100.252713,26.810645"
大田边站,"104.719845,25.215077"
羊街子站,"103.129118,24.850679"
且午站,"104.277973,26.416658"
